t,alpha=-2,alpha=-10,alpha=-20,alpha=-50,alpha=-100
9.410000000000000586e-01,6.338707984450563382e-01,-3.580476567591608372e-01,-7.804117503657653776e-02,2.044955341458730702e-01,-5.644843434649136210e-03
9.420000000000000595e-01,6.457885703321742943e-01,-3.233455034493653568e-01,-5.896839609061217680e-02,1.569028399409587993e-01,6.474232894907391844e-02
9.430000000000000604e-01,6.020565650638796118e-01,-3.201829667579760286e-01,-4.493423760773719577e-02,1.305022313545363410e-01,5.922132019139255549e-02
9.440000000000000613e-01,5.939884565518704918e-01,-3.527979249075774426e-01,-5.683982360671229611e-02,1.185643866946453906e-01,8.657446717064651298e-02
9.450000000000000622e-01,6.291786640875320913e-01,-3.893281751557966519e-01,-7.858074677892143423e-02,1.127289367519177937e-01,6.924511665256331827e-02
9.460000000000000631e-01,6.126277530805652738e-01,-4.151783487897675040e-01,-1.335010130937477335e-01,1.650928672565146749e-01,1.039636988021938602e-01
9.470000000000000639e-01,5.999951102928341440e-01,-3.618982562036996420e-01,-1.822939578089863011e-01,1.356568983326680300e-01,9.137229409631990318e-02
9.480000000000000648e-01,6.141316755562292728e-01,-3.474402770631020432e-01,-1.856106096298020258e-01,5.594646400197841873e-02,1.301694907275577351e-01
9.490000000000000657e-01,6.187296608133662223e-01,-3.328238391447769784e-01,-1.802410815632350671e-01,2.678425817523858582e-02,7.242044350582500789e-02
9.500000000000000666e-01,6.255410376290539975e-01,-3.219430328157497634e-01,-2.020170484220217555e-01,6.895053281815925750e-02,1.189771259569325224e-01
9.510000000000000675e-01,6.817416811541742172e-01,-3.135028636552467662e-01,-2.493431506877505921e-01,7.335362544463522316e-02,1.307345593023637731e-01
9.520000000000000684e-01,6.367240740176935976e-01,-2.751266700349642713e-01,-2.188702245891174514e-01,8.674364434752102060e-02,1.063897319191602908e-01
9.530000000000000693e-01,6.539731919841885732e-01,-2.763572499129416382e-01,-2.768601075436040171e-01,9.405058903387146507e-02,8.994700761217215568e-02
9.540000000000000702e-01,7.100991784985826172e-01,-3.071086492177566574e-01,-2.442922509131521536e-01,9.186389211294603008e-02,9.833536629636513426e-02
9.550000000000000711e-01,7.463649140383545877e-01,-2.315049226615456812e-01,-3.150483156845532706e-01,8.247391347149973795e-02,1.018144484828012453e-01
9.560000000000000719e-01,7.835181620056413943e-01,-2.504083163737880202e-01,-2.870677602841353870e-01,7.025839896810265328e-02,5.181509972062521563e-02
9.570000000000000728e-01,7.993176611160922596e-01,-2.205981413489126186e-01,-2.962015107902514766e-01,1.148472007590901622e-01,8.092759864745648068e-02
9.580000000000000737e-01,8.219972100223049694e-01,-2.682342816028489563e-01,-2.672403063124300648e-01,9.458418563423066916e-02,8.033264941849707630e-02
9.590000000000000746e-01,8.276561170564261660e-01,-2.702294692610606730e-01,-2.068167583249768404e-01,8.260992452210050296e-02,4.720805384008194827e-02
9.599999999999999645e-01,8.308957930498596101e-01,-2.269567232727169592e-01,-2.047986157990738243e-01,9.000244295783496606e-02,1.970866970720448752e-02
9.609999999999999654e-01,8.093919512192779830e-01,-2.310760990748045030e-01,-2.265971963515553134e-01,1.002169071094960034e-01,-1.917259625818357877e-02
9.619999999999999662e-01,8.300896740222379888e-01,-2.234864609947991299e-01,-2.494054994911946710e-01,9.782776383202966552e-02,2.637370608489164950e-02
9.629999999999999671e-01,8.206398873080135159e-01,-2.197008869566627609e-01,-2.277109958461459582e-01,1.024871339162871098e-01,4.807308191753018045e-02
9.639999999999999680e-01,8.473206437741112040e-01,-2.204323735929623884e-01,-2.146527447993973048e-01,1.195866800211601993e-01,-6.259012925301996044e-02
9.649999999999999689e-01,8.178739498311702327e-01,-1.813340478617440910e-01,-2.378019501310348893e-01,1.308650490628694429e-01,-6.687630194214592982e-02
9.659999999999999698e-01,7.936766814699969252e-01,-1.507266593166183832e-01,-2.522807471313925354e-01,1.692059951865981238e-01,-9.994790014494493724e-02
9.669999999999999707e-01,7.696582466304252579e-01,-1.470605351701727570e-01,-2.584555208044741481e-01,1.609449016208144567e-01,-1.046834459367560477e-01
9.679999999999999716e-01,7.327488575314987651e-01,-1.327216079069317434e-01,-2.548427660926253502e-01,1.480660465013505789e-01,-1.248959044748374492e-01
9.689999999999999725e-01,6.860616215495362047e-01,-1.054394571425914529e-01,-2.077376398571992300e-01,1.555652225912253217e-01,-6.809007073762432527e-02
9.699999999999999734e-01,6.824186488163049846e-01,-1.197839247197045182e-01,-2.304447050142751641e-01,9.261762967312525685e-02,-4.331234824826190460e-02
9.709999999999999742e-01,6.977092278194927388e-01,-1.614106112943618776e-01,-2.420156722216197653e-01,4.358815989256454443e-02,-4.357897644235976531e-03
9.719999999999999751e-01,6.838576696132732113e-01,-1.467164151135772754e-01,-2.324606299403851328e-01,6.731236426299487541e-02,-4.379051876881196598e-02
9.729999999999999760e-01,7.067624053179004662e-01,-1.125585136720068102e-01,-1.849789841197748697e-01,4.739038745662548652e-02,-1.155804699692660198e-01
9.739999999999999769e-01,7.376650315324175811e-01,-1.250959113882680052e-01,-1.869049323122699835e-01,1.073009479908018093e-01,-1.364055754374595419e-01
9.749999999999999778e-01,7.446935490894777132e-01,-1.705704733572281917e-01,-1.959783282974214280e-01,1.109852453602343941e-01,-1.337950698115442649e-01
9.759999999999999787e-01,7.306332282993043270e-01,-1.492206424991640579e-01,-2.494123572602345851e-01,1.236762803454640597e-01,-5.883554235073010924e-02
9.769999999999999796e-01,7.243826843568677010e-01,-1.769392715359558166e-01,-2.534364011175634368e-01,1.313217584301355489e-01,-7.818570522389027555e-02
9.779999999999999805e-01,6.972602707154872403e-01,-1.895087374342842579e-01,-2.047724193739532683e-01,1.626728680383759118e-01,-3.477465910703764207e-02
9.789999999999999813e-01,6.928511889870584417e-01,-1.622966705464486958e-01,-1.884761708689260129e-01,2.184710718346011826e-01,-8.178002236751941156e-02
9.799999999999999822e-01,7.019140301499551260e-01,-1.662987429062293687e-01,-1.890336536996184147e-01,1.579373551971051115e-01,-5.970834579846404783e-02
9.809999999999999831e-01,7.138746687608249486e-01,-1.889289600623346166e-01,-1.836549033140501552e-01,1.265534260471476713e-01,-3.173784687997160958e-02
9.819999999999999840e-01,7.055552867324405009e-01,-1.716723816722089124e-01,-1.881914943291375653e-01,1.298638918845770041e-01,-2.348984516698958760e-02
9.829999999999999849e-01,7.127869697597247756e-01,-2.072021676644787425e-01,-1.560496820726436362e-01,1.513828051218711612e-01,-3.625932240309315963e-02
9.839999999999999858e-01,7.360070040822024318e-01,-2.366371834571024679e-01,-1.012971622140903388e-01,1.608213059199591344e-01,-5.970033643321252109e-02
9.849999999999999867e-01,6.778190230454044229e-01,-2.496651878116165346e-01,-1.103702074990464133e-01,1.233891897635706475e-01,-3.694483748571979892e-02
9.859999999999999876e-01,6.716940746106577764e-01,-2.675545429038733714e-01,-1.447703285702350573e-01,6.929231601050339640e-02,9.928830941859111137e-03
9.869999999999999885e-01,7.085806823977783830e-01,-2.149782160938317477e-01,-1.566499298440542642e-01,5.733323556970992829e-02,-1.602243026462563114e-02
9.879999999999999893e-01,7.000705007171614813e-01,-2.199058814787853700e-01,-1.003660834335510926e-01,4.613849481816736237e-02,1.370873219551729284e-02
9.889999999999999902e-01,6.778287274144553232e-01,-2.007882465138383643e-01,-7.909388846927445371e-02,5.034009918387388760e-02,5.832383346395079993e-02
9.899999999999999911e-01,6.912222755859744883e-01,-2.009144140761210950e-01,-3.102569492497984915e-02,9.492958761799909218e-02,8.991659313733037229e-02
9.909999999999999920e-01,6.757526525311120524e-01,-1.802325603597025594e-01,-1.676453980011013284e-02,1.319982190159832702e-01,1.148612264900349678e-01
9.919999999999999929e-01,6.465687382465735711e-01,-2.060748879267300659e-01,7.590871710539192491e-03,1.528831687155076668e-01,1.082988395997846048e-01
9.929999999999999938e-01,7.156450263218759877e-01,-1.251294508947861650e-01,-3.801187490121278600e-02,1.659728531841942190e-01,1.269448928208615768e-01
9.939999999999999947e-01,6.473057764874451392e-01,-9.959477649470523108e-02,-1.809494819717380465e-02,1.316329635583433355e-01,6.481911960759317859e-02
9.949999999999999956e-01,6.535643709714409333e-01,-5.907094375697027194e-02,-3.723076581767448268e-02,1.562948395362667997e-01,7.723470915056689090e-02
9.959999999999999964e-01,6.627522862064991749e-01,-5.396052986821059383e-02,-7.278090833211467436e-02,1.926398740243999985e-01,8.038493455310627422e-02
9.969999999999999973e-01,6.733842302538743940e-01,-7.880925211024669697e-02,-1.443240649241697704e-02,1.516083057825697300e-01,6.194473601245414213e-02
9.979999999999999982e-01,6.507663212140128994e-01,7.363017797867382752e-03,-4.970079366094701245e-02,9.820425947601944816e-02,1.101735435720097162e-01
9.989999999999999991e-01,7.201946594297986559e-01,-1.744506165062209221e-02,-8.989038225767598256e-02,6.270762713438582381e-02,9.884039360996897672e-02
1.000000000000000000e+00,6.914155730539123246e-01,-1.657803252373381622e-02,-7.187955296230311153e-02,7.293023026283830534e-02,1.163028262720293970e-01
